fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
"Araxos, Greece (ARX)","Farmakonissi Dodekanissos, Greece (FAM)",ANDROS JET,FAST FERRIES,2.0,1.0,Cabin-3 Beds [AB3],29.0,Having many children,43.50344941788643,1983-12-07,15:21:08,1900-01-02 09:39:08,F,1997-06-05,Saudi Arabia,+1-455-886-7012,Eileen,Allen,Eileen.Allen@gmail.com,GB37KFRQ68911403897313,Eileen,Allen,09/31
"Andros, Greece (AND)","Molyvos, Greece (MOL)",F/B IONIS,AEGEAN FLYING DOLPHINS,1.0,2.0,Aviation Seat [ATS],152.0,Having many children,95.51082202250629,1997-08-09,21:23:14,1900-01-02 17:21:14,M,1974-01-23,Martinique,(217)932-7617,Shane,Small,Shane.Small@gmail.com,GB24HGRV74248309219330,Shane,Small,04/27
"Moutsouna, Greece (MOU)","Kerkira (Corfu), Greece (CFU)",SIMI,IONION PELAGOS NE,2.0,2.0,Cabin-2 Beds (Ext.) [AA2],419.0,Having many children,13.937366543255461,1981-06-29,00:10:02,1900-01-01 02:34:02,F,1979-03-14,Qatar,234-903-4642,Gloria,Williams,Gloria.Williams@gmail.com,GB62BHCK13014686614961,Gloria,Williams,10/28
"Kalamos Island (Lefkada), Greece (KAI)","AGIA GALINI RETHIMNOU (OLD LOCODE), Greece (701)",THUNDER,ANEK LINES,7.0,2.0,Cabin-2 Beds (Ext.) [A2],198.0,Three Children,24.67770302025539,2009-06-08,20:00:07,1900-01-02 07:24:07,M,1971-04-15,Japan,(508)608-0452,James,Martinez,James.Martinez@gmail.com,GB42WZGE44093648262562,James,Martinez,08/32
"Adamas Milos, Greece (ADL)","Yerakini, Greece (YER)",BLUE STAR PAROS,SEA SPEED FERRIES,4.0,1.0,Cabin-2 Beds (Ext.) [A2],98.0,Three Children,87.48071449220309,2016-01-19,13:20:37,1900-01-01 21:23:37,F,1982-03-19,Lithuania,616-208-9295,Annette,Nash,Annette.Nash@gmail.com,GB06ATEK75453702646056,Annette,Nash,05/25
"Galatas Troizinas, Greece (GAL)","Aigiali Amorgou, Greece (AIG)",DODEKANISOS PRIDE,KERKYRAIKES GRAMMES,1.0,1.0,Cabin-2 Beds (Ext.) [AA2],73.0,Three Children,75.97212656919834,2019-01-30,12:13:18,1900-01-01 18:23:18,F,1995-09-05,Liberia,+1-524-868-8352,Tara,Grant,Tara.Grant@gmail.com,GB24MASQ49009640848507,Tara,Grant,06/24
"MARONEIA SETEIAS, Greece (774)","Aigion, Greece (AEN)",DODEKANISOS PRIDE,KERKYRAIKES GRAMMES,4.0,5.0,Deck/Living Room [D] ,210.0,Retired NAT,83.77837205238836,1988-09-24,13:04:12,1900-01-02 07:52:12,M,2001-11-09,Angola,5035297513,Jason,Hall,Jason.Hall@gmail.com,GB92AOZH75959548553164,Jason,Hall,10/31
"Linaria, Greece (LIA)","Agia Marina Grammatikou Attikis, Greece (GMA)",FLYINGCAT 6,MINOAN LINES,3.0,4.0,Aviation Seat [ATS],473.0,Having many children,71.87810145225045,1993-08-27,09:07:29,1900-01-01 22:07:29,M,1997-11-12,Antigua and Barbuda,698-141-6743,John,Moore,John.Moore@gmail.com,GB08JDOI34181084391696,John,Moore,12/24
"Elafonissos Lakonias, Greece (ELN)","Nea Plagia Chalkidiki, Greece (NPY)",AGIA THEODORA,AEGEAN FLYING DOLPHINS,1.0,2.0,Cabin-2 Beds [A2K],485.0,Three Children,93.26252417335456,2014-11-06,20:55:27,1900-01-02 05:51:27,F,1979-01-13,Estonia,+1-200-583-3848,Jessica,Jones,Jessica.Jones@gmail.com,GB87XGPN77000100114131,Jessica,Jones,07/25
"Poros Trizinias, Greece (PTR)","Karkinagri Ikarias, Greece (KAG)",BLUE STAR DELOS,ALPHA LINES,2.0,3.0,Deck/Living Room [D] ,480.0,Three Children,68.08000929953064,2005-11-01,17:28:16,1900-01-02 04:50:16,F,2001-11-11,Saint Lucia,9569222109,Stacey,Lopez,Stacey.Lopez@gmail.com,GB30JRWM25856833512493,Stacey,Lopez,05/30
"Paloukia, Greece (PAO)","Agios Efstratios, Greece (AGO)",F/B KRITI I,ANE KALYMNOU,7.0,1.0,Deck/Living Room [D] ,201.0,Retired NAT,14.87001350936106,2002-03-02,13:09:48,1900-01-01 23:51:48,F,1987-10-30,Latvia,+1-195-443-5608,Jennifer,Flores,Jennifer.Flores@gmail.com,GB61BGYG13948037112064,Jennifer,Flores,04/26
"Rio, Greece (RIO)","Kastellorizou (ex Megisti), Greece (KAS)",ALKINOOS,KATEROS,8.0,6.0,Aviation Seat [ATS],50.0,College Student,32.92478470041448,1978-02-13,18:10:52,1900-01-02 02:21:52,M,1988-04-28,Nauru,(994)445-4936,John,Hill,John.Hill@gmail.com,GB14ZLTM22836667588261,John,Hill,10/27
"Syros (Syra), Greece (JSY)","PLAKIAS RETHIMNOU (OLD LOCODE), Greece (855)",F/B IONIS,GOUTOS LINES,4.0,4.0,Cabin-2 Beds (Ext.) [A2],405.0,Having many children,78.13949764920719,2023-12-02,22:06:29,1900-01-02 15:12:29,F,1992-01-16,Belarus,+1-421-861-9800,Robin,Miller,Robin.Miller@gmail.com,GB49YPCU95919298416384,Robin,Miller,03/24
"Aktio Vonitsas, Greece (AKT)","Agria, Greece (AGA)",KALYMNOS DOLPHIN,SARONIC FERRIES,2.0,2.0,Cabin-3 Beds (Ext.) [A3],297.0,Having many children,78.5236065236842,1993-09-13,10:23:20,1900-01-01 13:27:20,M,1974-07-14,Moldova,1045633332,Anthony,Taylor,Anthony.Taylor@gmail.com,GB54ONCR64454304368017,Anthony,Taylor,06/25
"Agia Marina Aiginas, Greece (AMR)","PALAIROS AITOLOAKARNANIAS, Greece (803)",BLUE CARRIER 1,TRITON FERRIES,5.0,6.0,Cabin-2 Beds [A2K],312.0,College Student,73.92900341162132,2004-08-13,22:23:45,1900-01-02 10:10:45,M,1993-12-30,San Marino,7041619949,Kevin,Parker,Kevin.Parker@gmail.com,GB71FEAS49464821205535,Kevin,Parker,09/31
"PUDNA PIERIAS, Greece (823)","Skafidia, Greece (SKD)",MAKEDON,LEBANTE FERRIES,9.0,4.0,Cabin-2 Beds (Ext.) [AA2],485.0,Retired NAT,82.25095419734743,1974-04-18,14:49:37,1900-01-02 03:32:37,M,1971-05-29,Guadeloupe,(834)224-6672,Daniel,Ross,Daniel.Ross@gmail.com,GB60IQLC99814825816142,Daniel,Ross,11/31
"PORTO KAGIO LAKONIAS, Greece (820)","Stavrochorion, Greece (SCR)",F/B ΕLYROS,MIKRES KYKLADES,8.0,4.0,Cabin-2 Beds [A2K],432.0,Retired NAT,17.519136411213452,1973-03-21,05:58:59,1900-01-01 15:09:59,M,1987-04-16,Zambia,1795427230,Brent,Torres,Brent.Torres@gmail.com,GB34CIYK72033564121556,Brent,Torres,12/24
"Gythion, Greece (GYT)","Petra, Greece (PLV)",SEMPEKO 2,TWOWAY FERRIES,3.0,1.0,Cabin-4 Beds [AB4],50.0,Retired NAT,95.27300289141762,2012-04-03,05:59:20,1900-01-01 19:53:20,M,2000-02-18,Netherlands,031.536.5081,Shaun,Nixon,Shaun.Nixon@gmail.com,GB90URYT17367320454274,Shaun,Nixon,06/31
"Ouranopolis, Greece (OUR)","Platania, Greece (PIA)",KERKYRA EXPRESS,ΑΤΤΙCA GROUP,4.0,3.0,Cabin-3 Beds (Ext.) [A3],13.0,Having many children,73.10334616401435,1975-02-26,08:06:03,1900-01-01 16:17:03,F,1973-07-09,Faroe Islands,001-448-078-7007,Christina,Ellison,Christina.Ellison@gmail.com,GB54RBZR93758778214234,Christina,Ellison,08/24
"Skopelos, Greece (SKO)","MULOI ARGOUS, Greece (784)",AQUA JEWEL,ALPHA LINES,8.0,2.0,Cabin-2 Beds (Ext.) [A2],304.0,Retired NAT,10.833347539590548,1982-10-17,21:23:00,1900-01-02 03:06:00,F,2002-04-29,Somalia,218.424.1201,Christine,Collins,Christine.Collins@gmail.com,GB27IWCC91278924968026,Christine,Collins,04/28
"Arkioi Dodekanissou, Greece (ARD)","Igoumenitsa, Greece (IGO)",H/S/F HELLENIC SPIRIT,AGIA MARINI NE,3.0,4.0,Cabin-2 Beds [A2K],372.0,College Student,52.067479218301145,2022-03-24,03:23:00,1900-01-01 15:22:00,M,1977-03-14,Solomon Islands,136.713.0970,John,Wilson,John.Wilson@gmail.com,GB45PQYX58190640955927,John,Wilson,07/24
"Thirasia, Greece (TRS)","Chios, Greece (JKH)",ALKINOOS,AGIA MARINI NE,3.0,3.0,Cabin-2 Beds (Ext.) [AA2],189.0,No discount,83.55010236143724,2013-12-13,16:28:58,1900-01-02 07:15:58,F,1979-08-23,French Southern Territories,770-593-7994,Kara,Kennedy,Kara.Kennedy@gmail.com,GB62PLNW15044023400514,Kara,Kennedy,07/31
"Plataria, Greece (PTI)","KITROS PIERIAS, Greece (753)",FIOR DI LEVANTE,SAOS,9.0,4.0,Aviation Seat [ATS],468.0,No discount,50.577858254467294,1973-09-05,01:19:37,1900-01-01 12:21:37,M,1979-10-07,Mayotte,001-724-112-5941,Samuel,Miller,Samuel.Miller@gmail.com,GB16JYNX51338956964110,Samuel,Miller,08/31
"Tsingeli, Greece (TSI)","MARONEIA SETEIAS, Greece (774)",WORLDCHAMPION JET,SEBECO LINES,2.0,2.0,Cabin-3 Beds (Ext.) [A3],368.0,College Student,90.50847826058434,2010-02-04,09:39:48,1900-01-02 03:04:48,M,1987-12-11,Niger,186.287.8738,William,Clay,William.Clay@gmail.com,GB04AQLE49360302985388,William,Clay,07/30
"Kosta Ermionidas, Greece (KEM)","Agio Theodoroi, Greece (AGT)",BLUE STAR MYCONOS,TWOWAY FERRIES,4.0,1.0,Cabin-4 Beds [A4K],332.0,Three Children,39.210924593827,1991-05-20,14:22:06,1900-01-02 08:32:06,M,2004-05-05,Western Sahara,6140859974,Christopher,Reynolds,Christopher.Reynolds@gmail.com,GB61YSOM51287984818156,Christopher,Reynolds,07/28
"Orei, Greece (ORE)","Adamas Milos, Greece (ADL)",Η/S/F FESTOS PALACΕ,SAOS,5.0,6.0,Deck/Living Room [D] ,398.0,Having many children,81.95223837702373,2018-07-31,12:13:17,1900-01-02 06:44:17,F,1971-04-20,Western Sahara,866.427.5797,Mckenzie,Hurst,Mckenzie.Hurst@gmail.com,GB62DIMM22527884477660,Mckenzie,Hurst,11/24
"Gavdos Chanea, Greece (GAD)","NIKETE KHALKIDIKES, Greece (796)",HELLENIC HIGHSPEED,TRITON FERRIES,9.0,6.0,Cabin-4 Beds [A4K],461.0,College Student,38.64606227910308,1987-08-19,05:52:10,1900-01-01 19:35:10,F,2001-10-04,Chile,6367260204,Debbie,Wyatt,Debbie.Wyatt@gmail.com,GB72TONQ51224356465050,Debbie,Wyatt,06/30
"Xirokambion, Greece (XKB)","Plakias Rethimnou, Greece (ALG)",BLUE STAR CHIOS,KARISTIA,5.0,4.0,Cabin-4 Beds [AB4],129.0,Having many children,32.916657489460114,1993-05-19,05:48:38,1900-01-01 13:23:38,M,1998-09-07,Malaysia,086.702.0494,Herbert,Patton,Herbert.Patton@gmail.com,GB67TTZL58178029646628,Herbert,Patton,06/28
"Vatika Bay, Greece (VAB)","Eleusina, Greece (EEU)",THEOLOGOS P,IONION PELAGOS NE,10.0,10.0,Cabin-2 Beds (Ext.) [AA2],71.0,College Student,86.92316106937139,2005-07-17,01:04:36,1900-01-01 15:52:36,M,1978-02-05,Falkland Islands (Malvinas),505.521.3820,Arthur,Taylor,Arthur.Taylor@gmail.com,GB52XDYW66548657474498,Arthur,Taylor,05/23
"Agathonisi, Greece (AGN)","KHRUSOMELIA (PHOURNOI), Greece (905)",NISOS RODOS,FAST FERRIES,9.0,1.0,Cabin-3 Beds [AB3],149.0,No discount,73.62947086132885,2002-10-16,23:51:33,1900-01-02 08:51:33,M,1972-09-02,Comoros,(273)018-2321,Christopher,Hernandez,Christopher.Hernandez@gmail.com,GB22XFTZ46280756674704,Christopher,Hernandez,04/30
"MONE IBERON AGIOU OROUS, Greece (780)","Argostolion, Greece (ARM)",F/B ΕLYROS,SEAJETS,3.0,4.0,Cabin-4 Beds [A4K],338.0,Hoplites,97.58226038456925,2007-08-09,19:16:20,1900-01-02 11:50:20,F,1983-11-20,Kenya,001-362-826-1802,Janet,Jones,Janet.Jones@gmail.com,GB43JLYV84418454569190,Janet,Jones,11/30
"Trypiti Chalkidikis, Greece (TRY)","Agios Nikolaos Fokidas, Greece (AGF)",NAXOS JET,GOUTOS LINES,2.0,1.0,Cabin-2 Beds [A2K],376.0,Having many children,53.74120072554768,1975-05-02,18:25:01,1900-01-02 04:11:01,M,1990-04-21,Rwanda,(609)540-7535,Christopher,Phillips,Christopher.Phillips@gmail.com,GB03PAST65935389464100,Christopher,Phillips,04/23
"IERAX (GERAKAS) LAKONIAS, Greece (739)","Karpathos, Greece (AOK)",ALKINOOS,GOUTOS LINES,2.0,3.0,Cabin-4 Beds (Ext.) [A4],149.0,No discount,84.66985479009689,1992-04-05,14:54:22,1900-01-02 00:26:22,F,1996-11-03,Bermuda,2995827732,Sara,Lloyd,Sara.Lloyd@gmail.com,GB49SMVW32143156230535,Sara,Lloyd,03/30
"PEUKOKHORI KHALKIDIKES, Greece (851)","Paleohora Sfakion, Greece (PSF)",HELLENIC HIGHSPEED,KARISTIA,5.0,3.0,Cabin-4 Beds [AB4],39.0,Having many children,69.7178241255248,1990-09-24,23:26:09,1900-01-02 11:12:09,F,1986-12-06,Saint Barthelemy,001-671-039-4703,Stacy,Clark,Stacy.Clark@gmail.com,GB90WEKL63541645494003,Stacy,Clark,04/23
"Ithaki (Ithaca), Greece (ITH)","Agia Efimia, Greece (AEF)",HSC CAT,IONION PELAGOS NE,10.0,1.0,Cabin-4 Beds [AB4],256.0,No discount,41.33270098050073,1978-10-10,17:36:48,1900-01-02 09:32:48,M,1999-03-12,Montenegro,337.477.2872,Charles,Morgan,Charles.Morgan@gmail.com,GB68HSQK75413255494243,Charles,Morgan,09/27
"Kos, Greece (KGS)","Agistri Aiginas, Greece (AGG)",SUPERFAST XI,SARONIC FERRIES,3.0,1.0,Cabin-3 Beds [AB3],4.0,College Student,86.12747756488316,2002-05-08,00:32:09,1900-01-01 07:43:09,F,1979-12-01,Burkina Faso,541.252.6414,Natalie,Avery,Natalie.Avery@gmail.com,GB87ZTJC32045641378674,Natalie,Avery,08/23
"PANAGIOUDA LESBOU, Greece (807)","AGIOS IOANNES MAGNESIAS, Greece (705)",ALKINOOS,KATEROS,10.0,4.0,Cabin-2 Beds (Ext.) [A2],60.0,Hoplites,71.90954646173492,2010-01-02,11:51:11,1900-01-01 22:38:11,F,1984-03-27,Holy See (Vatican City State),(845)848-9799,Christina,Bowen,Christina.Bowen@gmail.com,GB47KGMN88716855112320,Christina,Bowen,06/26
"Lindos Rodou, Greece (LDR)","Sougia Chanion, Greece (SOG)",F/B PORFYROUSA,ANEK LINES,5.0,2.0,Cabin-2 Beds [A2K],63.0,Retired NAT,30.40480025405531,1989-10-30,10:15:51,1900-01-01 17:57:51,F,1991-07-24,Botswana,137-637-4856,Dawn,Gray,Dawn.Gray@gmail.com,GB08JIFQ56635730150506,Dawn,Gray,07/31
"Ermioni, Greece (ERM)","Eleftheres, Greece (ELT)",PANAGIA SKIADENI,SEA SPEED FERRIES,3.0,3.0,Cabin-2 Beds (Ext.) [AA2],486.0,College Student,34.2025399537806,1975-05-19,16:56:49,1900-01-02 03:39:49,M,1992-09-27,Gibraltar,001-674-004-7312,James,Johnson,James.Johnson@gmail.com,GB80CDWV27358938288250,James,Johnson,03/26
"Mathraki Diapontioi Island, Greece (MTR)","Piraeus, Greece (PIR)",AERO 3 HIGHSPEED,ΑΤΤΙCA GROUP,4.0,5.0,Cabin-4 Beds [A4K],120.0,Hoplites,93.44384300958502,1991-11-26,15:11:14,1900-01-01 17:46:14,F,1974-11-30,Svalbard & Jan Mayen Islands,001-591-495-9256,Stacy,Lopez,Stacy.Lopez@gmail.com,GB84BSTE03194175514521,Stacy,Lopez,03/24
"Patras, Greece (GPA)","Ierapetra, Greece (IER)",SUPERJET,GOUTOS LINES,7.0,2.0,Cabin-3 Beds [AB3],297.0,Retired NAT,23.621021231126413,2002-10-13,07:54:24,1900-01-01 17:38:24,M,1978-06-14,Vanuatu,386-142-4930,Jesse,Gamble,Jesse.Gamble@gmail.com,GB17KZZT21575348915056,Jesse,Gamble,11/30
"PANORMITES SUMES, Greece (088)","AGIOS NIKOLAOS KHALKIDIKES, Greece (706)",POSEIDON HELLAS,DODEKANISSOS SEAWAYS,5.0,1.0,Cabin-3 Beds [AB3],424.0,Having many children,39.55569608890028,1994-06-13,06:36:26,1900-01-01 18:56:26,F,1983-07-04,Turkmenistan,(920)124-9342,Lisa,Paul,Lisa.Paul@gmail.com,GB28THTQ59540059055762,Lisa,Paul,03/31
"Farmakonissi Dodekanissos, Greece (FAM)","PLAKIAS RETHIMNOU (OLD LOCODE), Greece (855)",THUNDER,SAOS,5.0,2.0,Cabin-2 Beds [A2K],304.0,College Student,18.290788400729515,2013-08-05,17:47:35,1900-01-02 00:37:35,F,1983-04-16,Andorra,(530)924-0340,Jill,Mckenzie,Jill.Mckenzie@gmail.com,GB67WWJJ97082163157996,Jill,Mckenzie,12/31
"Marmari, Greece (MRM)","Larymna, Greece (LRY)",ERATO,ALPHA LINES,3.0,4.0,Cabin-4 Beds [A4K],197.0,Hoplites,24.138993236922325,2001-07-16,06:30:01,1900-01-01 08:54:01,F,1987-01-19,Tokelau,001-908-532-1753,Wanda,Wilkinson,Wanda.Wilkinson@gmail.com,GB94ZCEM95492142089010,Wanda,Wilkinson,03/24
"Zakynthos, Greece (ZTH)","Kontias Limnou, Greece (KNS)",EXPRESS SKOPELITIS,MINOAN LINES,4.0,4.0,Cabin-2 Beds (Ext.) [AA2],239.0,No discount,41.6391503737788,1978-04-26,20:10:21,1900-01-01 23:43:21,M,2004-07-28,Mauritius,964.450.6122,Alan,Wang,Alan.Wang@gmail.com,GB35FPGY43870119169418,Alan,Wang,02/27
"Pyrgos, Greece (PYR)","Pachi, Greece (PME)",ANDROS JET,KERKYRAIKES GRAMMES,9.0,2.0,Cabin-4 Beds (Ext.) [A4],348.0,Retired NAT,94.76842869088367,1994-10-26,06:45:06,1900-01-01 17:04:06,F,1982-10-30,Lebanon,867.517.0370,Victoria,Murray,Victoria.Murray@gmail.com,GB62EOZP11195413028350,Victoria,Murray,03/24
"KAMEIROS SKALA RHODES, Greece (KSK)","Agia Marina Aiginas, Greece (AMR)",CHAMPION JET1,ZANTE FERRIES ,7.0,6.0,Cabin-4 Beds [AB4],424.0,No discount,33.96504281153986,1988-11-12,16:09:51,1900-01-02 09:49:51,F,1989-12-28,Estonia,8083581497,Kimberly,Hall,Kimberly.Hall@gmail.com,GB87VGFX87031193458435,Kimberly,Hall,01/28
"Pissaetos Ithakis, Greece (PIS)","Moudhros, Greece (MDR)",FAST FERRIES ANDROS,AGIA MARINI NE,6.0,6.0,Cabin-2 Beds (Ext.) [AA2],249.0,Retired NAT,92.29123272023578,1992-02-15,13:03:49,1900-01-01 18:18:49,F,1972-01-06,Cook Islands,4351819863,Sara,Tucker,Sara.Tucker@gmail.com,GB54VJEO28726011770231,Sara,Tucker,10/24
"Amaliapolis, Greece (APL)","Aigion, Greece (AEN)",Η/S/F KYDON PALACΕ,KERKYRAIKES GRAMMES,1.0,1.0,Aviation Seat [ATS],323.0,Three Children,85.4764015716211,2018-07-21,02:05:14,1900-01-01 19:00:14,F,2004-11-11,Saint Lucia,001-995-925-4000,Bonnie,Schultz,Bonnie.Schultz@gmail.com,GB67ITCY02398939411144,Bonnie,Schultz,10/26
"Perea, Greece (PRR)","Kalamaki, Greece (KLM)",BLUE STAR 2,DODEKANISSOS SEAWAYS,8.0,4.0,Aviation Seat [ATS],349.0,Hoplites,71.9390562716156,1985-08-29,02:55:55,1900-01-01 04:59:55,M,1991-02-19,Mexico,+1-472-846-6983,Ross,Hernandez,Ross.Hernandez@gmail.com,GB06EUAM12428932323216,Ross,Hernandez,03/29
"Myrtos Beach, Greece (MYB)","Spetsai, Greece (SPE)",ATHINA,ANES FERRIES,1.0,1.0,Cabin-3 Beds [AB3],258.0,College Student,91.44153879648971,1980-12-17,16:54:32,1900-01-02 05:55:32,M,1996-11-20,Samoa,963.283.8968,Matthew,Hill,Matthew.Hill@gmail.com,GB55IAHN25397648175819,Matthew,Hill,07/32
"Navpaktos, Greece (NPK)","Salonika, Greece (SNK)",NISOS KALIMNOS,ANE KALYMNOU,4.0,3.0,Cabin-4 Beds (Ext.) [A4],459.0,Having many children,91.90219255905663,1991-04-05,10:02:27,1900-01-01 18:33:27,M,2000-08-11,Kuwait,(549)700-0531,Michael,Petersen,Michael.Petersen@gmail.com,GB43SZUZ06954077077596,Michael,Petersen,04/23
"Koilas Ermionidos, Greece (KIN)","Pyrgos, Greece (PYR)",SUPER STAR,TRITON FERRIES,2.0,2.0,Cabin-4 Beds [AB4],87.0,No discount,66.74518630906066,2001-01-28,09:08:46,1900-01-02 02:35:46,F,1980-10-01,Holy See (Vatican City State),+1-787-527-0388,Meghan,Clay,Meghan.Clay@gmail.com,GB04TLZQ28080128002020,Meghan,Clay,07/31
"Volos, Greece (VOL)","PISO LIVADI PAROS, Greece (857)",KERKIRA,SAOS,4.0,3.0,Cabin-3 Beds [AB3],240.0,Retired NAT,15.353973944502584,1988-11-02,22:55:06,1900-01-02 13:10:06,M,1983-11-13,Ghana,802-303-8811,Jaime,Wright,Jaime.Wright@gmail.com,GB68NMKO00214887993515,Jaime,Wright,10/30
"Linaria, Greece (LIA)","Agia Roumeli, Greece (ROU)",SEMPEKO 2,SEA SPEED FERRIES,8.0,2.0,Cabin-2 Beds (Ext.) [A2],485.0,Retired NAT,77.13186909520357,2016-02-04,09:31:37,1900-01-01 19:32:37,F,1981-05-30,Sweden,(842)571-9319,Teresa,Clark,Teresa.Clark@gmail.com,GB36FPCF64418113659465,Teresa,Clark,12/25
"Rhodes, Greece (RHO)","Canakkale, Greece (TR-CKZ)",PAROS JET,AGIA MARINI NE,2.0,2.0,Aviation Seat [ATS],20.0,Hoplites,77.30769845347679,1999-12-29,12:13:01,1900-01-01 14:48:01,M,1981-04-15,Saint Lucia,077.312.8164,Nicholas,Stein,Nicholas.Stein@gmail.com,GB26CLBA51973318439591,Nicholas,Stein,04/31
"Akhillion, Greece (AKH)","Herakleia Kykladon, Greece (HRK)",SUPER STAR,TWOWAY FERRIES,8.0,7.0,Cabin-4 Beds [A4K],259.0,Retired NAT,49.467112897191676,1998-10-25,00:02:36,1900-01-01 12:50:36,M,1983-04-27,American Samoa,497.227.4787,Douglas,Stewart,Douglas.Stewart@gmail.com,GB39OCHI99442255323921,Douglas,Stewart,07/28
"ERESSOS LESBOU, Greece (737)","PLAKIAS RETHIMNOU (OLD LOCODE), Greece (855)",F/B KRITI I,SEA SPEED FERRIES,8.0,8.0,Cabin-3 Beds [AB3],458.0,Having many children,91.58582484718671,2004-08-21,09:28:17,1900-01-02 00:40:17,M,1986-05-27,Guernsey,001-094-736-3487,Dale,Hernandez,Dale.Hernandez@gmail.com,GB94YWRQ33491409219174,Dale,Hernandez,12/31
"Kalymnos, Greece (KMI)","Drapetzona, Greece (DPA)",AERO 3 HIGHSPEED,AGIA MARINI NE,10.0,6.0,Cabin-4 Beds (Ext.) [A4],433.0,College Student,35.100368520007876,1984-02-02,02:47:03,1900-01-01 22:27:03,F,1974-07-30,Bolivia,691.379.5715,Kathleen,Mayer,Kathleen.Mayer@gmail.com,GB34CLZK82355024976116,Kathleen,Mayer,04/30
"Canakkale, Greece (TR-CKZ)","Kastos Island, Greece (KSI)",EXPRESS SKIATHOS,ΑΤΤΙCA GROUP,4.0,3.0,Deck/Living Room [D] ,131.0,No discount,43.54649626681575,2006-12-25,05:17:56,1900-01-02 00:34:56,M,2000-09-16,Cameroon,(985)361-7732,Michael,Caldwell,Michael.Caldwell@gmail.com,GB57NDUU35693688975675,Michael,Caldwell,12/30
"Platania, Greece (PIA)","Elafonissos Lakonias, Greece (ELN)",BLUE HORIZON,ZANTE FERRIES ,9.0,3.0,Aviation Seat [ATS],324.0,Three Children,74.67484390309576,1980-11-04,09:31:46,1900-01-01 17:03:46,M,1978-01-25,Cambodia,+1-146-901-9455,Dominic,Serrano,Dominic.Serrano@gmail.com,GB18QGKR42349347272439,Dominic,Serrano,01/29
"Bari, Greece (ITBRI)","Kalathos Rodou, Greece (KLD)",ANDROS JET,SARONIC FERRIES,10.0,4.0,Cabin-2 Beds (Ext.) [A2],330.0,Retired NAT,75.59896409585889,1971-02-08,17:32:00,1900-01-02 12:38:00,M,1994-04-07,Guinea,001-782-520-0878,Adam,Huffman,Adam.Huffman@gmail.com,GB88IREE27530707885669,Adam,Huffman,02/28
"PLATAMONAS PIERIAS, Greece (816)","Achladi, Greece (ACL)",PAROS JET,ALPHA LINES,9.0,10.0,Deck/Living Room [D] ,200.0,No discount,77.42098879085417,1997-12-25,02:42:18,1900-01-01 12:54:18,F,1989-02-09,Samoa,8064345314,Alexandra,Miller,Alexandra.Miller@gmail.com,GB51XYMZ81050581944844,Alexandra,Miller,01/28
"Lixuri, Greece (LIX)","Venice, Greece (ITVCE)",KEFALONIA,LEBANTE FERRIES,1.0,2.0,Cabin-4 Beds (Ext.) [A4],288.0,Hoplites,55.834428035932646,1976-02-28,17:31:34,1900-01-01 21:46:34,M,1989-07-12,Marshall Islands,254.525.0451,Justin,Grant,Justin.Grant@gmail.com,GB61APWZ09034598731474,Justin,Grant,09/27
"Spetsai, Greece (SPE)","NEOS MARMARAS KHALKIDIKES, Greece (793)",BLUE CARRIER 1,MINOAN LINES,8.0,8.0,Deck/Living Room [D] ,211.0,No discount,27.904201387752302,2004-12-19,04:24:32,1900-01-01 20:40:32,F,2004-06-14,Namibia,554.838.8128,Janet,Smith,Janet.Smith@gmail.com,GB41IOTP97466888227024,Janet,Smith,10/32
"MAKRONISOS, Greece (856)","Eratini, Greece (ETK)",POWER JET,ΑΤΤΙCA GROUP,6.0,2.0,Cabin-3 Beds [AB3],45.0,Having many children,40.103101530690445,2009-10-31,08:42:08,1900-01-01 21:46:08,F,1995-05-28,Slovenia,6998032544,Becky,Daniels,Becky.Daniels@gmail.com,GB28RQWO29062336223119,Becky,Daniels,04/30
"Sami, Greece (SAI)","NTIPION LESBOU, Greece (797)",ACHAIOS,ANES FERRIES,7.0,2.0,Cabin-3 Beds [AB3],68.0,College Student,28.102710870739998,1990-10-31,03:32:37,1900-01-01 06:17:37,F,1972-03-24,Guatemala,001-232-083-6499,Connie,Ray,Connie.Ray@gmail.com,GB12AAPE08168847571040,Connie,Ray,09/26
"Parga, Greece (PAR)","Mesolongion, Greece (MEL)",HSC CAT,MIKRES KYKLADES,7.0,1.0,Aviation Seat [ATS],390.0,Retired NAT,25.469855052751683,1989-01-27,05:13:46,1900-01-01 06:38:46,F,1980-08-30,Greenland,1588530253,Sarah,Petty,Sarah.Petty@gmail.com,GB25RYHP97021368655416,Sarah,Petty,08/25
"MARATHOKAMPOS SAMOU, Greece (MKP)","PALAIROS AITOLOAKARNANIAS, Greece (803)",F/B ΕLYROS,AEGEAN FLYING DOLPHINS,6.0,2.0,Cabin-3 Beds (Ext.) [A3],72.0,Three Children,70.71485196090454,2011-07-24,21:15:18,1900-01-02 02:26:18,F,1995-01-09,Martinique,540.147.0318,Katherine,Guerrero,Katherine.Guerrero@gmail.com,GB80DWIS06219726535596,Katherine,Guerrero,07/28
